Name,SOS#,Assn Type,# of Units,Telephone,Address1,Address2,City,State,Zip Code,County
Smithridge Park Townhouse Association Inc,2090-1964,REG,122,(775) 337-2700,"C/O Firstservices Residential, Nevada, Llc",639 Isbell Rd Ste 280,Reno,NV,89509,Washoe
Green Valley Neighborhood Homeowners Association,8275-1986,REG,791,(702) 737-8580,"C/O Firstservices Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark
Meadow Creek Village Townhouse Homeowner,5306-1983,REG,30,(775) 323-4355,"C/O Gaston Wilkerson Association Services, Inc.",4751 Caughlin Pkwy Ste B,Reno,NV,89519,Washoe
Marina Village Commercial Property Owners' Association,0409622007-8,SUB,15,(775) 323-4355,"C/O Gaston Wilkerson Association Services, Inc.",100 Washington Street Ste 200,Reno,NV,89503,Washoe
Marina Village Homeowners' Subassociation,0409702007-8,SUB,197,(775) 323-4355,"C/O Gaston Wilkerson Association Services, Inc.",100 Washington Street Ste 200,Reno,NV,89503,Washoe
Pecetti Ranch Estates Homeowners Association,13739-2001,REG,36,(775) 323-4355,"C/O Gaston Wilkerson Association Services, Inc.",4751 Caughlin Pkwy Ste B,Reno,NV,89519,Washoe
Toscano River Townhomes Association Inc,0442062006-0,REG,12,(775) 323-4363,"C/O Gaston Wilkerson Association Services, Inc.",4751 Caughlin Pkwy Ste B,Reno,NV,89519,Washoe
"Sunrise At Whites Creek, Inc. Homeowners Association, The",0409472011-5,REG,30,(775) 323-4355,"C/O Gaston Wilkerson Association Services, Inc.",4751 Caughlin Pkwy Suite B,Reno,NV,89519,Washoe
Mountain Meadows Homeowners' Association,0507642006-8,REG,131,(775) 323-4355,"C/O Gaston Wilkerson Association Services, Inc.",4751 Caughlin Pkwy Ste B,Reno,NV,89519,Washoe
Vista Pointe Homeowners Association,5926-1987,SUB,65,(775) 323-4355,"C/O Gaston Wilkerson Association Services, Inc.",4751 Caughln Parkway Suite B,Reno,NV,89519,Washoe
"Highlands Homeowners Association, Inc., The",8477-1986,REG,49,(775) 323-4355,"C/O Gaston Wilkerson Association Services, Inc.",4751 Caughlin Pkwy Ste B,Reno,NV,89519,Washoe
Mayberry Villas Homeowners Association,0862862007-5,REG,24,(775) 323-4355,"C/O Gaston Wilkerson Association Services, Inc.",4751 Caughlin Pkwy Ste B,Reno,NV,89519,Washoe
"Classics Homeowners Association, A Nevada Non-Profit Corporation",25029-2001,SUB,212,(775) 323-4355,"C/O Gaston Wilkerson Association Services, Inc.",4751 Caughling Pkwy Ste B,Reno,NV,89519,Washoe
Galena Forest Estates Homeowners' Association,6255-1979,REG,225,(775) 323-4363,"C/O Gaston Wilkerson Association Services, Inc.",4751 Caughlin Pkwy Ste B,Reno,NV,89519,Washoe
Talus Point Homeowners Association,0735822006-6,REG,153,(775) 323-4355,"C/O Gaston Wilkerson Association Services, Inc.",4751 Caughlin Pkwy Ste B,Reno,NV,89519,Washoe
Riverbend Association Inc,3256-1975,REG,98,(775) 323-4355,"C/O Gaston Wilkerson Association Services, Inc.",4751 Caughlin Pkwy Ste B,Reno,NV,89519,Washoe
Villagio Della Montagna Homeowners Association,0481472008-8,REG,60,(775) 323-4355,"C/O Gaston Wilkerson Association Services, Inc.",4751 Caughling Pkwy Ste B,Reno,NV,89519,Washoe
Casoleil Homeowners' Association,0195162006-2,REG,115,(775) 323-4355,"C/O Gaston Wilkerson Association Services, Inc.",4751 Caughlin Pkwy Ste B,Reno,NV,89519,Washoe
Cyan Drainage District,0842712007-4,REG,1516,(775) 323-4355,"C/O Gaston Wilkerson Association Services, Inc.",4751 Caughlin Pkwy Ste B,Reno,NV,89519,Washoe
Saddlehorn Homeowners' Association,3827-1989,REG,432,(775) 323-4355,"C/O Gaston Wilkerson Association Services, Inc.",4751 Caughling Pkwy Ste B,Reno,NV,89519,Washoe
Caughlin Creek Homeowners Association,2957-1986,SUB,63,(775) 323-4355,"C/O Gaston Wilkerson Association Services, Inc.",4751 Caughlin Pkwy Ste B,Reno,NV,89519,Washoe
Frontier Village Townhomes Homeowners Association,0650962012-8,SUB,136,(775) 323-4355,"C/O Gaston Wilkerson Association Services, Inc.",4751 Caughlin Pkwy Ste B,Reno,NV,89519,Humboldt
Frontier Village Homeowners Association,0650982012-0,MSTR,111,(775) 323-4355,"C/O Gaston Wilkerson Association Services, Inc.",4751 Caughlin Pkwy Ste B,Reno,NV,89519,Humboldt
Marina Village Master Association,0410992007-4,MSTR,205,(775) 323-4355,"C/O Gaston Wilkerson Association Services, Inc.",4751 Caughlin Pkwy Ste B,Reno,NV,89519,Washoe
"Reserve At Monte Rosa Homeowners Association, The",0188012006-6,REG,64,(775) 323-4355,"C/O Gaston Wilkerson Association Services, Inc.",4751 Caughlin Pkwy Ste B,Reno,NV,89519,Washoe
Fallen Leaf Homeowners' Association,0444002005-5,REG,245,(775) 323-4355,"C/O Gaston Wilkerson Association Services, Inc.",4751 Caughlin Pkwy Ste B,Reno,NV,89519,Washoe
Cyan Master Association,0413632007-5,MSTR,1516,(775) 323-4355,"C/O Gaston Wilkerson Association Services, Inc.",4751 Caughlin Pkwy Ste B,Reno,NV,89519,Washoe
Three Two Three Condominiums Homeowners Association,SAME AS MASTER,SAM,49,(972) 658-9715,C/O Gordon Ip,5710 Lbj Freeway Ste 328,Dallas,TX,75240,Douglas
Steptoe & Greyhound Owners' Association,0234512008-5,REG,131,(702) 434-5890,C/O Griswold Real Estate Management,3260 Fountain Falls Way Ste 1026,N Las Vegas,NV,89032,Clark
El Mar Plaza Owners Association,7875-1989,REG,32,(702) 434-5890,C/O Griswold Real Estate Management,3260 Fountain Falls Way Ste 1026,N Las Vegas,NV,89032,Clark
Parkridge Condominium Homeowners' Association,0026692008-3,REG,64,(702) 434-5890,C/O Griswold Real Estate Management,3260 Fountain Falls Wy Unit 1026,N Las Vegas,NV,89032,Clark
"Twain Manor Homeowners' Association, Inc",8816-1992,REG,48,(702) 434-5890,C/O Griswold Real Estate Management,3260 Fountain Falls Way Ste 1026,N Las Vegas,NV,89032,Clark
Jonathan'S Glen Ii Homeowners' Association,4675-1990,REG,43,(702) 434-5890,C/O Griswold Real Estate Management,3260 Fountain Falls Way Ste 1026,N Las Vegas,NV,89032,Clark
Paradise Greens Homeowners Association,28909-1997,REG,19,(702) 434-5890,C/O Griswold Real Estate Management,3260 Fountain Falls Wy Ste 1026,N Las Vegas,NV,89032,Clark
Capistrano Village Homeowners Association,1941-1985,REG,78,(702) 434-5890,C/O Griswold Real Estate Management,3260 Fountain Falls Way Ste 1026,N Las Vegas,NV,89032,Clark
Rancho San Juan Homeowners Association,1755-1982,REG,61,(702) 434-5890,C/O Griswold Real Estate Management,3260 Fountain Falls Wy Ste 1026,N Las Vegas,NV,89032,Clark
"Ridge Homeowners Association, The",4761-2000,SUB,9,(702) 434-5890,C/O Griswold Real Estate Management,3260 Fountain Falls Way Box 1026,N Las Vegas,NV,89032,Clark
Royal Viking Estates Land Owners Association,2319-1980,REG,13,(702) 434-5890,C/O Griswold Real Estate Management,3260 Fountain Falls Way,N Las Vegas,NV,89032,Clark
Scarlet & Grey Homeowners Association,5685-1986,REG,44,(702) 434-5890,C/O Griswold Real Estate Management,3260 Fountain Falls Way Ste 1026,N Las Vegas,NV,89032,Clark
Dominion Estates Property Owner'S Association,0240252005-8,REG,11,(702) 434-5890,C/O Griswold Real Estate Management,3260 Fountain Falls Way Ste 1026,N Las Vegas,NV,89032,Clark
Eldora Estates Homeowners Association,0146602007-8,REG,10,(702) 434-5890,C/O Griswold Real Estate Management,3260 Fountain Falls Way Ste 1026,N Las Vegas,NV,89032,Clark
Greentree Homeowners Association,5696-1980,REG,70,(702) 434-5890,C/O Griswold Real Estate Management,3260 Fountain Falls Wy Ste 1026,N Las Vegas,NV,89032,Clark
Gallery At The Grand Legacy Property Owners Association.,10484-1992,SUB,73,(702) 434-5890,C/O Griswold Real Estate Management,3260 Fountain Falls Way Ste 1026,N Las Vegas,NV,89032,Clark
Foothills Community Homeowners' Association,14213-1996,REG,317,(702) 385-5611,C/O H&L Realty & Management Company,Po Box 80360,Las Vegas,NV,89180,Clark
Diamond Creek Homeowners' Association,0538252005-9,SUB,191,(702) 309-3021,C/O Harmony Management Llc,2300 W Sahara Ave Ste 800,Las Vegas,NV,89102,Clark
Stonecliff Homeowners Association,9716-1998,SUB,172,(702) 309-3021,C/O Harmony Management Llc,2300 W Sahara Ave Ste 800,Las Vegas,NV,89117,Clark
Shadow Creek Manor Homeowners Association,12783-2004,REG,91,(702) 309-3021,C/O Harmony Management Llc,2300 W Sahara Ave Ste 800,Las Vegas,NV,89102,Clark
Hillcrest Community Association,22361-2001,REG,145,(702) 309-3021,C/O Harmony Management Llc,2300 W Sahara Ave Ste 800,Las Vegas,NV,89102,Clark
Tides I Homeowners Association,7456-1998,REG,70,(702) 309-3021,C/O Harmony Management Llc,2300 W Sahara Ave Ste 800,Las Vegas,NV,89102,Clark
Angel Court Homeowners Association,4852-1994,REG,40,(702) 309-3021,C/O Harmony Management Llc,2300 W Sahara Ave Ste 800,Las Vegas,NV,89102,Clark
Rosewood Homeowners Association,34321-1999,REG,51,(702) 309-3021,C/O Harmony Management Llc,2300 W Sahara Ave Ste 800,Las Vegas,NV,89102,Clark
Calavera Homeowners Association,2622-2004,SUB,166,(702) 309-3021,C/O Harmony Management Llc,2300 W Sahara Ave Ste 800,Las Vegas,NV,89102,Clark
Montecito Village Association,5839-2004,REG,192,(702) 990-9707,C/O Hoa Management,6595 W Smoke Ranch Ste 110,Las Vegas,NV,89108,Clark
Safari Homeowners Association,4623-1996,REG,91,(702) 990-9707,C/O Hoa Management,6595 W Smoke Ranch Ste 110,Las Vegas,NV,89108,Clark
Cheyenne Ridge Homeowners Association,2784-1998,REG,190,(702) 990-9707,C/O Hoa Management,6595 W Smoke Ranch Ste 110,Las Vegas,NV,89108,Clark
Elkhorn Ponderosa Homeowners Association,11434-2004,REG,75,(702) 990-9707,C/O Hoa Management,6595 W Smoke Ranch Ste 110,Las Vegas,NV,89108,Clark
"Westwood Homeowners Association, Inc.",20462-2001,REG,36,(702) 990-9707,C/O Hoa Management,6595 W Smoke Ranch Rd Ste 110,Las Vegas,NV,89108,Clark
Cornerstone Homeowners Association,11691-2004,REG,286,(702) 990-9707,C/O Hoa Management,6595 W Smoke Ranch Ste 110,Las Vegas,NV,89108,Clark
Mariposa Community Association Inc,10433-1994,REG,248,(702) 990-9707,C/O Hoa Management,6595 W Smoke Ranch Ste 110,Las Vegas,NV,89108,Clark
Silver Crossing Homeowners Association,21505-2002,REG,154,(702) 990-9707,C/O Hoa Management,6595 W Smoke Ranch Ste 110,Las Vegas,NV,89108,Clark
Rivendell Homeowners Association,0223382006-3,SUB,135,(702) 990-9707,C/O Hoa Management,6595 W Smoke Ranch Ste 110,Las Vegas,NV,89108,Clark
Winchester Maintenance Corporation,1742-1998,REG,96,(702) 990-9707,C/O Hoa Management,6595 W Smoke Ranch Ste 110,Las Vegas,NV,89108,Clark
Elkhorn High Noon Homeowners Association,11435-2004,REG,243,(702) 990-9707,C/O Hoa Management,6595 W Smoke Ranch Ste 110,Las Vegas,NV,89108,Clark
Log Cabin Ponderosa Homeowners Association,0012372006-7,SUB,73,(702) 990-9707,C/O Hoa Management,6595 W Smoke Ranch Ste 110,Las Vegas,NV,89108,Clark
Black Mountain Ranch Property Owners' Association,2737-1995,REG,165,(702) 990-9707,C/O Hoa Management,6595 W Smoke Ranch Ste 110,Las Vegas,NV,89108,Clark
Azure Estates Owners Association Inc,19174-1998,REG,370,(702) 438-5005,C/O Home Grown Management Inc,5546 Camino Al Norte Ste 2-453,N Las Vegas,NV,89031,Clark
Duncan Court Homeowners Association,185-1985,REG,44,(702) 438-5005,C/O Home Grown Management Inc,5546 Camino Al Norte Ste 2-453,N Las Vegas,NV,89031,Clark
Wolf Creek Homeowner Association,717-2004,REG,59,(702) 438-5005,C/O Home Grown Management Inc,5546 Camino Al Norte Ste 2-453,N Las Vegas,NV,89031,Clark
Miramonte Homeowners Association,0584272005-5,REG,986,(775) 360-2655,"C/O Hometown Community Management, Inc",1430 Greg St Ste 511,Sparks,NV,89431,Washoe
Summerlin South Community Association,12205-1991,MSTR,32600,(702) 791-4600,C/O Howard Hughes Corporation,"1980 Festival Plaza Drive, Ste 340",Las Vegas,NV,89135,Clark
Canterra @ Summerlin West Community Association,SAME AS MASTER,SAM,96,(702) 791-4600,C/O Howard Hughes Corporation,10801 W Charleston Blvd 3Rd Fl,Las Vegas,NV,89135,Clark
Somerset @ Summerlin West Community Association,SAME AS MASTER,SAM,177,(702) 791-4600,C/O Howard Hughes Corporation,10801 W Charleston Blvd 3Rd Fl,Las Vegas,NV,89135,Clark
Barcelona @ Summerlin West Community Association,SAME AS MASTER,SAM,91,(702) 791-4600,C/O Howard Hughes Corporation,10801 W Charleston Blvd 3Rd Fl,Las Vegas,NV,89135,Clark
Hillstone @ Summerlin West Community West Association,SAME AS MASTER,SAM,144,(702) 791-4600,C/O Howard Hughes Corporation,10801 W Charleston Blvd 3Rd Fl,Las Vegas,NV,89135,Clark
Cara Vella @ Summerlin West Community Association,SAME AS MASTER,SAM,71,(702) 791-4600,C/O Howard Hughes Corporation,10801W Charleston Blvd 3Rd Fl,Las Vegas,NV,89135,Clark
Escala @ Summerlin West Community Association,SAME AS MASTER,SAM,106,(702) 791-4600,C/O Howard Hughes Corporation,10801 W Charleston Blvd 3Rd Fl,Las Vegas,NV,89135,Clark
Summerlfield @ Summerlin West Community Association,SAME AS MASTER,SAM,96,(702) 791-4600,C/O Howard Hughes Corporation,10801 W Charleston Blvd 3Rd Fl,Las Vegas,NV,89135,Clark
Summerlin West Community Association,7090-2001,MSTR,30000,(702) 791-4600,C/O Howard Hughes Corporation,1980 Festival Plaza Drive Suite 340,Las Vegas,NV,89135,Clark
Talega @ Summerlin West Community Association,SAME AS MASTER,SAM,112,(702) 791-4600,C/O Howard Hughes Corporation,10801 W Charleston Blvd 3Rd Fl,Las Vegas,NV,89135,Clark
Bella Vista @ Summerlin West Community Association,SAME AS MASTER,SAM,106,(702) 791-4600,C/O Howard Hughes Corporation,10801 W Charleston Blvd 3Rd Fl,Las Vegas,NV,89135,Clark
Capri @ Summerlin West Community Association,SAME AS MASTER,SAM,151,(702) 791-4600,C/O Howard Hughes Corporation,10801 W Charleston Blvd 3Rd Fl,Las Vegas,NV,89135,Clark
Kingwood @ Summerlin West Community Association,SAME AS MASTER,SAM,325,(702) 791-4600,C/O Howard Hughes Corporation,10801 W Charleston Blvd 3Rd Fl,Las Vegas,NV,89135,Clark
Sonesta @ Summerlin West Community Association,SAME AS MASTER,SAM,175,(702) 791-4600,C/O Howard Hughes Corporation,10801 W Charleston Blvd 3Rd Fl,Las Vegas,NV,89135,Clark
Miramonte @ Summerlin West Community Association,SAME AS MASTER,SAM,66,(702) 791-4600,C/O Howard Hughes Corporation,10801 W Charleston Blvd 3Rd Fl,Las Vegas,NV,89135,Clark
Santalina @ Summerlin West Community Association,SAME AS MASTER,SAM,74,(702) 791-4600,C/O Howard Hughes Corporation,10801 W Charleston Blvd 3Rd Fl,Las Vegas,NV,89135,Clark
Portofino @ Summerlin West Community Association,SAME AS MASTER,SAM,213,(702) 791-4600,C/O Howard Hughes Corporation,10801 W Charleston Blvd 3Rd Fl,Las Vegas,NV,89135,Clark
Vista Verde @ Summerlin West Community Association,SAME AS MASTER,SAM,122,(702) 791-4600,C/O Howard Hughes Corporation,10801 W Charleston Blvd 3Rd Fl,Las Vegas,NV,89135,Clark
Mariposa @ Summerlin West Community Association,SAME AS MASTER,SAM,141,(702) 791-4600,C/O Howard Hughes Corporation,10801 W Charleston Blvd 3Rd Fl,Las Vegas,NV,89135,Clark
Cordova @ Summerlin West Community Association,SAME AS MASTER,SAM,126,(702) 791-4600,C/O Howard Hughes Corporation,10801 W Charleston Blvd 3Rd Fl,Las Vegas,NV,89135,Clark
Encanto @ Summerlin West Community Association,SAME AS MASTER,SAM,79,(702) 791-4600,C/O Howard Hughes Corporation,10801 W Charleston Blvd 3Rd Fl,Las Vegas,NV,89135,Clark
"Ridges Community Association, The",7092-2001,SUB,560,(702) 791-4600,C/O Howard Hughes Corporation,1980 Festival Plaza Dr Ste 340,Las Vegas,NV,89135,Clark
Miraleste @ Summerlin West Community Association,SAME AS MASTER,SAM,122,(702) 791-4600,C/O Howard Hughes Corporation,10801 W Charleston Blvd 3Rd Fl,Las Vegas,NV,89135,Clark
Ashton Park @ Summerlin West Community Association,SAME AS MASTER,SAM,117,(702) 791-4600,C/O Howard Hughes Corporation,10801 W Charleston Blvd 33D Fl,Las Vegas,NV,89135,Clark
Summerlin North Community Association,8840-1990,MSTR,257,(702) 838-5500,C/O Howard Hughes Properties Inc,2120 Snow Trail,Las Vegas,NV,89134,Clark
Hidden Canyon Homeowners Association,26607-2002,SUB,51,(702) 247-1115,C/O Ideal Community Management,6767 W Tropicana Ave Ste 200,Las Vegas,NV,89118,Clark
Grand Mesa Drive Homeowners Association,1584-1992,SUB,41,(702) 247-1115,C/O Ideal Community Management,6767 W Tropicana Ave Ste 202,Las Vegas,NV,89118,Clark
Sweetbriar Homeowners Association,8909-2004,REG,49,(702) 247-1115,C/O Ideal Community Management,6767 W Tropicana Ave Ste 200,Las Vegas,NV,89103,Clark
Shadow Crossings Homeowners Association,26828-2003,REG,178,(702) 247-1115,C/O Ideal Community Management,6767 W Tropicana Ave Ste 200,Las Vegas,NV,89103,Clark
"Rosemont Owners Association, Inc",4251-2001,SUB,95,(702) 247-1115,C/O Ideal Community Management,6767 W Tropicana Ave Ste 202,Las Vegas,NV,89118,Clark
Appaloosa Canyon/Quarterhorse Falls Homeowners Association,2484-2000,REG,339,(702) 247-1115,C/O Ideal Community Management,6767 W Tropicana Ave Ste 200,Las Vegas,NV,89103,Clark
Shaylon Homeowners' Association,0812292005-4,REG,40,(702) 247-1115,C/O Ideal Community Management,6767 W Tropicana Ave Ste 200,Las Vegas,NV,89103,Clark
Desert Creek Owners Association Inc,1356-1990,REG,305,(702) 247-1115,C/O Ideal Community Management,6767 W Tropicana Ave Ste 200,Las Vegas,NV,89103,Clark
Shenandoah Owners Association,972-1999,REG,80,(702) 247-1115,C/O Ideal Community Management,6767 W Tropicana Ave Ste 200,Las Vegas,NV,89103,Clark
Echo Mesa Homeowners Association Inc,1430-1990,SUB,37,(702) 247-1115,C/O Ideal Community Management,6767 W Tropicana Ave Ste 200,Las Vegas,NV,89103,Clark
Lone Mountain Vistas Vi Homeowners Association Aka Lone Mountain West Unit 6 Homeowners Association,0281322006-7,REG,23,(702) 247-1115,C/O Ideal Community Management,6767 W Tropicana Ave Ste 200,Las Vegas,NV,89103,Clark
Rio Robles Villas Homeowners Association,5933-1981,REG,88,(702) 247-1115,C/O Ideal Community Management,6767 W Tropicana Ave Ste 200,Las Vegas,NV,89103,Clark
Buena Vista Homeowner Association,10349-1993,SUB,208,(702) 247-1115,C/O Ideal Community Management,6767 W Tropicana Ave Ste 200,Las Vegas,NV,89103,Clark
Vintage Hills Homeowners Association,5703-1989,SUB,91,(702) 247-1115,C/O Ideal Community Management,6767 W Tropicana Ave Ste 200,Las Vegas,NV,89103,Clark
Alpine Ridge Estates Homeowners Association,0498242007-9,REG,25,(702) 247-1115,C/O Ideal Community Management,6767 West Tropicana Ave Ste 200,Las Vegas,NV,89103,Clark
"Collections At Eagle Ranch Homeowners Association, The",0327972005-8,REG,33,(702) 247-1115,C/O Ideal Community Management,6767 W Tropicana Ave Ste 200,Las Vegas,NV,89103,Clark
Heritage Estates Homeowners Association,23750-1999,REG,418,(702) 247-1115,C/O Ideal Community Management,6767 W Tropicana Ave Ste 200,Las Vegas,NV,89103,Clark
Silverado Court Homeowners Association,31747-1999,REG,24,(702) 247-1115,C/O Ideal Community Management,6767 W Tropicana Ave Ste 202,Las Vegas,NV,89103,Clark
Carmel Canyon Homeowners' Association,252-2004,REG,172,(702) 247-1115,C/O Ideal Community Management,6767 W Tropicana Ave Ste 200,Las Vegas,NV,89103,Clark
Sunridge Estates Homeowner Association,645-2004,SUB,114,(702) 247-1115,C/O Ideal Community Management,6767 W Tropicana Ave Ste 200,Las Vegas,NV,89103,Clark
Dakota Condominium Association,22597-1997,SUB,174,(702) 247-1115,C/O Ideal Community Management,6767 W Tropicana Ave Ste 200,Las Vegas,NV,89103,Clark
